Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
July 2019,1,Bus,Weekday,"2,505"
July 2019,12,Bus,Weekday,"2,586"
July 2019,14,Bus,Weekday,"2,574"
July 2019,15,Bus,Weekday,"2,794"
July 2019,18,Bus,Weekday,"2,495"
July 2019,19,Bus,Weekday,"2,848"
July 2019,2,Bus,Weekday,"2,325"
July 2019,22,Bus,Weekday,"2,463"
July 2019,23,Bus,Weekday,"2,554"
July 2019,24,Bus,Weekday,"2,889"
July 2019,25,Bus,Weekday,"2,584"
July 2019,27,Bus,Weekday,"2,751"
July 2019,28,Bus,Weekday,"2,466"
July 2019,29,Bus,Weekday,"2,620"
July 2019,30,Bus,Weekday,"2,553"
July 2019,31,Bus,Weekday,"2,500"
July 2019,33,Bus,Weekday,"2,723"
July 2019,35,Bus,Weekday,"2,643"
July 2019,36,Bus,Weekday,"2,734"
July 2019,37,Bus,Weekday,"2,689"
July 2019,38,Bus,Weekday,"2,530"
July 2019,39,Bus,Weekday,"2,628"
July 2019,43,Bus,Weekday,"2,609"
July 2019,44,Bus,Weekday,"2,815"
July 2019,45,Bus,Weekday,"2,397"
July 2019,48,Bus,Weekday,"2,771"
July 2019,49,Bus,Weekday,"2,501"
July 2019,5,Bus,Weekday,"2,479"
July 2019,52,Bus,Weekday,"2,624"
July 2019,54,Bus,Weekday,"3,236"
July 2019,55,Bus,Weekday,"2,438"
July 2019,56,Bus,Weekday,"2,757"
July 2019,57,Bus,Weekday,"2,588"
July 2019,58,Bus,Weekday,"2,370"
July 2019,6,Bus,Weekday,"2,553"
July 2019,66,Bus,Weekday,"2,641"
July 2019,67,Bus,Weekday,"2,725"
July 2019,7,Bus,Weekday,"2,602"
July 2019,8,Bus,Weekday,"2,570"
July 2019,9,Bus,Weekday,"2,512"
July 2019,90,Bus,Weekday,"2,354"
July 2019,91,Bus,Weekday,"2,675"
July 2019,14R,Bus,Weekday,"2,410"
July 2019,1X,Bus,Weekday,"2,330"
July 2019,28R,Bus,Weekday,"2,311"
July 2019,30X,Bus,Weekday,"2,242"
July 2019,38R,Bus,Weekday,"2,403"
July 2019,5R,Bus,Weekday,"2,415"
July 2019,8AX,Bus,Weekday,"2,448"
July 2019,8BX,Bus,Weekday,"2,553"
July 2019,9R,Bus,Weekday,"2,420"
July 2019,KBUS,Bus,Weekday,"2,342"
July 2019,LOWL,Bus,Weekday,"2,463"
July 2019,NBUS,Bus,Weekday,"2,542"
July 2019,NOWL,Bus,Weekday,"2,526"
July 2019,TBUS,Bus,Weekday,"2,245"
July 2019,CA,Cable Car,Weekday,"2,130"
July 2019,PH,Cable Car,Weekday,"2,213"
July 2019,PM,Cable Car,Weekday,"1,947"
July 2019,F,Light Rail,Weekday,"2,395"
July 2019,FBUS,Light Rail,Weekday,"2,324"
July 2019,J,Light Rail,Weekday,"2,370"
July 2019,K,Light Rail,Weekday,"2,317"
July 2019,L,Light Rail,Weekday,"2,511"
July 2019,M,Light Rail,Weekday,"2,196"
July 2019,N,Light Rail,Weekday,"2,403"
July 2019,T,Light Rail,Weekday,"2,412"
July 2019,1,Bus,Saturday,"2,574"
July 2019,12,Bus,Saturday,"2,590"
July 2019,14,Bus,Saturday,"2,592"
July 2019,15,Bus,Saturday,"2,968"
July 2019,18,Bus,Saturday,"2,650"
July 2019,19,Bus,Saturday,"2,918"
July 2019,2,Bus,Saturday,"2,482"
July 2019,22,Bus,Saturday,"2,571"
July 2019,23,Bus,Saturday,"2,646"
July 2019,24,Bus,Saturday,"2,993"
July 2019,25,Bus,Saturday,"2,582"
July 2019,27,Bus,Saturday,"2,740"
July 2019,28,Bus,Saturday,"2,635"
July 2019,29,Bus,Saturday,"2,760"
July 2019,30,Bus,Saturday,"2,687"
July 2019,31,Bus,Saturday,"2,500"
July 2019,33,Bus,Saturday,"2,822"
July 2019,35,Bus,Saturday,"2,683"
July 2019,36,Bus,Saturday,"2,731"
July 2019,37,Bus,Saturday,"2,652"
July 2019,38,Bus,Saturday,"2,501"
July 2019,39,Bus,Saturday,"2,730"
July 2019,43,Bus,Saturday,"2,804"
July 2019,44,Bus,Saturday,"2,847"
July 2019,45,Bus,Saturday,"2,462"
July 2019,48,Bus,Saturday,"2,848"
July 2019,49,Bus,Saturday,"2,494"
July 2019,5,Bus,Saturday,"2,532"
July 2019,52,Bus,Saturday,"2,669"
July 2019,54,Bus,Saturday,"3,313"
July 2019,55,Bus,Saturday,"2,542"
July 2019,56,Bus,Saturday,"2,852"
July 2019,57,Bus,Saturday,"2,731"
July 2019,58,Bus,Saturday,"2,428"
July 2019,6,Bus,Saturday,"2,702"
July 2019,66,Bus,Saturday,"2,615"
July 2019,67,Bus,Saturday,"2,704"
July 2019,7,Bus,Saturday,"2,620"
July 2019,8,Bus,Saturday,"2,737"
July 2019,9,Bus,Saturday,"2,478"
July 2019,90,Bus,Saturday,"2,409"
July 2019,91,Bus,Saturday,"2,837"
July 2019,14R,Bus,Saturday,"2,540"
July 2019,1X,Bus,Saturday,"2,348"
July 2019,28R,Bus,Saturday,"2,441"
July 2019,30X,Bus,Saturday,"2,214"
July 2019,38R,Bus,Saturday,"2,502"
July 2019,5R,Bus,Saturday,"2,306"
July 2019,8AX,Bus,Saturday,"2,498"
July 2019,8BX,Bus,Saturday,"2,651"
July 2019,9R,Bus,Saturday,"2,453"
July 2019,KBUS,Bus,Saturday,"2,312"
July 2019,LOWL,Bus,Saturday,"2,521"
July 2019,NBUS,Bus,Saturday,"2,686"
July 2019,NOWL,Bus,Saturday,"2,532"
July 2019,TBUS,Bus,Saturday,"2,208"
July 2019,CA,Cable Car,Saturday,"2,245"
July 2019,PH,Cable Car,Saturday,"2,174"
July 2019,PM,Cable Car,Saturday,"1,984"
July 2019,F,Light Rail,Saturday,"2,562"
July 2019,FBUS,Light Rail,Saturday,"2,443"
July 2019,J,Light Rail,Saturday,"2,554"
July 2019,K,Light Rail,Saturday,"2,344"
July 2019,L,Light Rail,Saturday,"2,479"
July 2019,M,Light Rail,Saturday,"2,246"
July 2019,N,Light Rail,Saturday,"2,509"
July 2019,T,Light Rail,Saturday,"2,516"
July 2019,1,Bus,Sunday,"2,037"
July 2019,12,Bus,Sunday,"2,075"
July 2019,14,Bus,Sunday,"2,040"
July 2019,15,Bus,Sunday,"2,223"
July 2019,18,Bus,Sunday,"1,957"
July 2019,19,Bus,Sunday,"2,293"
July 2019,2,Bus,Sunday,"1,804"
July 2019,22,Bus,Sunday,"1,967"
July 2019,23,Bus,Sunday,"2,044"
July 2019,24,Bus,Sunday,"2,362"
July 2019,25,Bus,Sunday,"2,001"
July 2019,27,Bus,Sunday,"2,191"
July 2019,28,Bus,Sunday,"1,938"
July 2019,29,Bus,Sunday,"2,139"
July 2019,30,Bus,Sunday,"2,030"
July 2019,31,Bus,Sunday,"1,967"
July 2019,33,Bus,Sunday,"2,074"
July 2019,35,Bus,Sunday,"2,123"
July 2019,36,Bus,Sunday,"2,158"
July 2019,37,Bus,Sunday,"2,080"
July 2019,38,Bus,Sunday,"1,932"
July 2019,39,Bus,Sunday,"2,036"
July 2019,43,Bus,Sunday,"2,137"
July 2019,44,Bus,Sunday,"2,256"
July 2019,45,Bus,Sunday,"1,874"
July 2019,48,Bus,Sunday,"2,190"
July 2019,49,Bus,Sunday,"1,925"
July 2019,5,Bus,Sunday,"1,954"
July 2019,52,Bus,Sunday,"2,115"
July 2019,54,Bus,Sunday,"2,538"
July 2019,55,Bus,Sunday,"1,928"
July 2019,56,Bus,Sunday,"2,157"
July 2019,57,Bus,Sunday,"2,026"
July 2019,58,Bus,Sunday,"1,817"
July 2019,6,Bus,Sunday,"2,059"
July 2019,66,Bus,Sunday,"2,083"
July 2019,67,Bus,Sunday,"2,125"
July 2019,7,Bus,Sunday,"2,069"
July 2019,8,Bus,Sunday,"2,026"
July 2019,9,Bus,Sunday,"1,957"
July 2019,90,Bus,Sunday,"1,971"
July 2019,91,Bus,Sunday,"2,094"
July 2019,14R,Bus,Sunday,"1,912"
July 2019,1X,Bus,Sunday,"1,821"
July 2019,28R,Bus,Sunday,"1,822"
July 2019,30X,Bus,Sunday,"1,739"
July 2019,38R,Bus,Sunday,"1,948"
July 2019,5R,Bus,Sunday,"1,971"
July 2019,8AX,Bus,Sunday,"1,918"
July 2019,8BX,Bus,Sunday,"2,013"
July 2019,9R,Bus,Sunday,"1,975"
July 2019,KBUS,Bus,Sunday,"1,862"
July 2019,LOWL,Bus,Sunday,"1,936"
July 2019,NBUS,Bus,Sunday,"2,000"
July 2019,NOWL,Bus,Sunday,"1,954"
July 2019,TBUS,Bus,Sunday,"1,824"
July 2019,CA,Cable Car,Sunday,"1,703"
July 2019,PH,Cable Car,Sunday,"1,724"
July 2019,PM,Cable Car,Sunday,"1,526"
July 2019,F,Light Rail,Sunday,"1,896"
July 2019,FBUS,Light Rail,Sunday,"1,794"
July 2019,J,Light Rail,Sunday,"1,934"
July 2019,K,Light Rail,Sunday,"1,874"
July 2019,L,Light Rail,Sunday,"1,951"
July 2019,M,Light Rail,Sunday,"1,734"
July 2019,N,Light Rail,Sunday,"1,978"
July 2019,T,Light Rail,Sunday,"1,899"
