Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
November 2019,1,Bus,Weekday,"1,964"
November 2019,12,Bus,Weekday,"2,067"
November 2019,14,Bus,Weekday,"2,023"
November 2019,15,Bus,Weekday,"2,284"
November 2019,18,Bus,Weekday,"2,013"
November 2019,19,Bus,Weekday,"2,315"
November 2019,2,Bus,Weekday,"1,862"
November 2019,22,Bus,Weekday,"2,023"
November 2019,23,Bus,Weekday,"2,044"
November 2019,24,Bus,Weekday,"2,323"
November 2019,25,Bus,Weekday,"2,044"
November 2019,27,Bus,Weekday,"2,197"
November 2019,28,Bus,Weekday,"1,998"
November 2019,29,Bus,Weekday,"2,161"
November 2019,30,Bus,Weekday,"2,059"
November 2019,31,Bus,Weekday,"1,963"
November 2019,33,Bus,Weekday,"2,217"
November 2019,35,Bus,Weekday,"2,158"
November 2019,36,Bus,Weekday,"2,194"
November 2019,37,Bus,Weekday,"2,150"
November 2019,38,Bus,Weekday,"2,055"
November 2019,39,Bus,Weekday,"2,098"
November 2019,43,Bus,Weekday,"2,193"
November 2019,44,Bus,Weekday,"2,265"
November 2019,45,Bus,Weekday,"1,956"
November 2019,48,Bus,Weekday,"2,225"
November 2019,49,Bus,Weekday,"1,997"
November 2019,5,Bus,Weekday,"1,994"
November 2019,52,Bus,Weekday,"2,108"
November 2019,54,Bus,Weekday,"2,634"
November 2019,55,Bus,Weekday,"1,945"
November 2019,56,Bus,Weekday,"2,285"
November 2019,57,Bus,Weekday,"2,121"
November 2019,58,Bus,Weekday,"1,866"
November 2019,6,Bus,Weekday,"2,119"
November 2019,66,Bus,Weekday,"2,095"
November 2019,67,Bus,Weekday,"2,166"
November 2019,7,Bus,Weekday,"2,135"
November 2019,8,Bus,Weekday,"2,061"
November 2019,9,Bus,Weekday,"2,005"
November 2019,90,Bus,Weekday,"1,862"
November 2019,91,Bus,Weekday,"2,149"
November 2019,14R,Bus,Weekday,"1,963"
November 2019,1X,Bus,Weekday,"1,880"
November 2019,28R,Bus,Weekday,"1,931"
November 2019,30X,Bus,Weekday,"1,812"
November 2019,38R,Bus,Weekday,"1,946"
November 2019,5R,Bus,Weekday,"1,928"
November 2019,8AX,Bus,Weekday,"1,970"
November 2019,8BX,Bus,Weekday,"2,030"
November 2019,9R,Bus,Weekday,"1,927"
November 2019,KBUS,Bus,Weekday,"1,892"
November 2019,LOWL,Bus,Weekday,"2,015"
November 2019,NBUS,Bus,Weekday,"2,044"
November 2019,NOWL,Bus,Weekday,"2,011"
November 2019,TBUS,Bus,Weekday,"1,828"
November 2019,CA,Cable Car,Weekday,"1,722"
November 2019,PH,Cable Car,Weekday,"1,782"
November 2019,PM,Cable Car,Weekday,"1,547"
November 2019,F,Light Rail,Weekday,"1,965"
November 2019,FBUS,Light Rail,Weekday,"1,900"
November 2019,J,Light Rail,Weekday,"1,908"
November 2019,K,Light Rail,Weekday,"1,896"
November 2019,L,Light Rail,Weekday,"1,990"
November 2019,M,Light Rail,Weekday,"1,789"
November 2019,N,Light Rail,Weekday,"1,969"
November 2019,T,Light Rail,Weekday,"1,932"
November 2019,1,Bus,Saturday,"2,009"
November 2019,12,Bus,Saturday,"2,102"
November 2019,14,Bus,Saturday,"2,010"
November 2019,15,Bus,Saturday,"2,218"
November 2019,18,Bus,Saturday,"2,007"
November 2019,19,Bus,Saturday,"2,443"
November 2019,2,Bus,Saturday,"1,903"
November 2019,22,Bus,Saturday,"1,995"
