Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
September 2019,1,Bus,Sunday,"1,955"
September 2019,12,Bus,Sunday,"2,171"
September 2019,14,Bus,Sunday,"2,049"
September 2019,15,Bus,Sunday,"2,352"
September 2019,18,Bus,Sunday,"2,065"
September 2019,19,Bus,Sunday,"2,405"
September 2019,2,Bus,Sunday,"1,959"
September 2019,22,Bus,Sunday,"2,012"
September 2019,23,Bus,Sunday,"2,125"
September 2019,24,Bus,Sunday,"2,353"
September 2019,25,Bus,Sunday,"2,093"
September 2019,27,Bus,Sunday,"2,316"
September 2019,28,Bus,Sunday,"2,167"
September 2019,29,Bus,Sunday,"2,241"
September 2019,30,Bus,Sunday,"2,050"
September 2019,31,Bus,Sunday,"2,056"
September 2019,33,Bus,Sunday,"2,301"
September 2019,35,Bus,Sunday,"2,182"
September 2019,36,Bus,Sunday,"2,227"
September 2019,37,Bus,Sunday,"2,291"
September 2019,38,Bus,Sunday,"2,143"
September 2019,39,Bus,Sunday,"2,201"
September 2019,43,Bus,Sunday,"2,235"
September 2019,44,Bus,Sunday,"2,257"
September 2019,45,Bus,Sunday,"1,996"
September 2019,48,Bus,Sunday,"2,263"
September 2019,49,Bus,Sunday,"2,077"
September 2019,5,Bus,Sunday,"2,156"
September 2019,52,Bus,Sunday,"2,156"
September 2019,54,Bus,Sunday,"2,713"
September 2019,55,Bus,Sunday,"1,941"
September 2019,56,Bus,Sunday,"2,315"
September 2019,57,Bus,Sunday,"2,091"
September 2019,58,Bus,Sunday,"1,996"
September 2019,6,Bus,Sunday,"2,185"
September 2019,66,Bus,Sunday,"2,149"
September 2019,67,Bus,Sunday,"2,260"
September 2019,7,Bus,Sunday,"2,171"
September 2019,8,Bus,Sunday,"2,047"
September 2019,9,Bus,Sunday,"2,015"
September 2019,90,Bus,Sunday,"1,959"
September 2019,91,Bus,Sunday,"2,235"
September 2019,14R,Bus,Sunday,"1,931"
September 2019,1X,Bus,Sunday,"1,923"
September 2019,28R,Bus,Sunday,"1,846"
September 2019,30X,Bus,Sunday,"1,871"
September 2019,38R,Bus,Sunday,"1,986"
September 2019,5R,Bus,Sunday,"1,996"
September 2019,8AX,Bus,Sunday,"2,001"
September 2019,8BX,Bus,Sunday,"2,167"
September 2019,9R,Bus,Sunday,"2,024"
September 2019,KBUS,Bus,Sunday,"1,917"
September 2019,LOWL,Bus,Sunday,"2,042"
September 2019,NBUS,Bus,Sunday,"2,069"
