Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
May 2019,1,Bus,Weekday,"2,426"
May 2019,12,Bus,Weekday,"2,410"
May 2019,14,Bus,Weekday,"2,457"
May 2019,15,Bus,Weekday,"2,688"
May 2019,18,Bus,Weekday,"2,370"
May 2019,19,Bus,Weekday,"2,822"
May 2019,2,Bus,Weekday,"2,243"
May 2019,22,Bus,Weekday,"2,358"
May 2019,23,Bus,Weekday,"2,413"
May 2019,24,Bus,Weekday,"2,772"
May 2019,25,Bus,Weekday,"2,394"
May 2019,27,Bus,Weekday,"2,609"
May 2019,28,Bus,Weekday,"2,390"
May 2019,29,Bus,Weekday,"2,540"
May 2019,30,Bus,Weekday,"2,527"
May 2019,31,Bus,Weekday,"2,384"
May 2019,33,Bus,Weekday,"2,630"
May 2019,35,Bus,Weekday,"2,591"
May 2019,36,Bus,Weekday,"2,644"
May 2019,37,Bus,Weekday,"2,550"
May 2019,38,Bus,Weekday,"2,374"
May 2019,39,Bus,Weekday,"2,526"
May 2019,43,Bus,Weekday,"2,563"
May 2019,44,Bus,Weekday,"2,675"
May 2019,45,Bus,Weekday,"2,294"
May 2019,48,Bus,Weekday,"2,609"
May 2019,49,Bus,Weekday,"2,417"
May 2019,5,Bus,Weekday,"2,390"
May 2019,52,Bus,Weekday,"2,508"
May 2019,54,Bus,Weekday,"3,165"
May 2019,55,Bus,Weekday,"2,341"
May 2019,56,Bus,Weekday,"2,696"
May 2019,57,Bus,Weekday,"2,498"
May 2019,58,Bus,Weekday,"2,274"
May 2019,6,Bus,Weekday,"2,460"
May 2019,66,Bus,Weekday,"2,493"
May 2019,67,Bus,Weekday,"2,575"
May 2019,7,Bus,Weekday,"2,500"
May 2019,8,Bus,Weekday,"2,483"
May 2019,9,Bus,Weekday,"2,381"
May 2019,90,Bus,Weekday,"2,255"
May 2019,91,Bus,Weekday,"2,560"
May 2019,14R,Bus,Weekday,"2,322"
May 2019,1X,Bus,Weekday,"2,273"
May 2019,28R,Bus,Weekday,"2,271"
May 2019,30X,Bus,Weekday,"2,155"
May 2019,38R,Bus,Weekday,"2,345"
May 2019,5R,Bus,Weekday,"2,325"
May 2019,8AX,Bus,Weekday,"2,317"
May 2019,8BX,Bus,Weekday,"2,412"
May 2019,9R,Bus,Weekday,"2,294"
May 2019,KBUS,Bus,Weekday,"2,211"
May 2019,LOWL,Bus,Weekday,"2,382"
May 2019,NBUS,Bus,Weekday,"2,456"
May 2019,NOWL,Bus,Weekday,"2,359"
May 2019,TBUS,Bus,Weekday,"2,162"
May 2019,CA,Cable Car,Weekday,"2,041"
May 2019,PH,Cable Car,Weekday,"2,123"
May 2019,PM,Cable Car,Weekday,"1,858"
May 2019,F,Light Rail,Weekday,"2,282"
May 2019,FBUS,Light Rail,Weekday,"2,234"
May 2019,J,Light Rail,Weekday,"2,327"
May 2019,K,Light Rail,Weekday,"2,249"
May 2019,L,Light Rail,Weekday,"2,360"
May 2019,M,Light Rail,Weekday,"2,147"
May 2019,N,Light Rail,Weekday,"2,332"
May 2019,T,Light Rail,Weekday,"2,326"
May 2019,1,Bus,Saturday,"2,402"
May 2019,12,Bus,Saturday,"2,520"
May 2019,14,Bus,Saturday,"2,446"
May 2019,15,Bus,Saturday,"2,760"
May 2019,18,Bus,Saturday,"2,358"
May 2019,19,Bus,Saturday,"2,846"
May 2019,2,Bus,Saturday,"2,216"
May 2019,22,Bus,Saturday,"2,483"
May 2019,23,Bus,Saturday,"2,423"
May 2019,24,Bus,Saturday,"2,740"
May 2019,25,Bus,Saturday,"2,493"
May 2019,27,Bus,Saturday,"2,634"
May 2019,28,Bus,Saturday,"2,467"
May 2019,29,Bus,Saturday,"2,481"
May 2019,30,Bus,Saturday,"2,444"
May 2019,31,Bus,Saturday,"2,418"
May 2019,33,Bus,Saturday,"2,693"
May 2019,35,Bus,Saturday,"2,591"
May 2019,36,Bus,Saturday,"2,688"
May 2019,37,Bus,Saturday,"2,610"
May 2019,38,Bus,Saturday,"2,541"
May 2019,39,Bus,Saturday,"2,653"
May 2019,43,Bus,Saturday,"2,544"
May 2019,44,Bus,Saturday,"2,798"
May 2019,45,Bus,Saturday,"2,382"
May 2019,48,Bus,Saturday,"2,703"
May 2019,49,Bus,Saturday,"2,368"
May 2019,5,Bus,Saturday,"2,424"
May 2019,52,Bus,Saturday,"2,527"
May 2019,54,Bus,Saturday,"3,232"
May 2019,55,Bus,Saturday,"2,428"
