Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
June 2019,1,Bus,Saturday,"2,499"
June 2019,12,Bus,Saturday,"2,482"
June 2019,14,Bus,Saturday,"2,543"
June 2019,15,Bus,Saturday,"2,819"
June 2019,18,Bus,Saturday,"2,483"
June 2019,19,Bus,Saturday,"2,783"
June 2019,2,Bus,Saturday,"2,401"
June 2019,22,Bus,Saturday,"2,575"
June 2019,23,Bus,Saturday,"2,519"
June 2019,24,Bus,Saturday,"2,952"
June 2019,25,Bus,Saturday,"2,465"
June 2019,27,Bus,Saturday,"2,821"
June 2019,28,Bus,Saturday,"2,458"
June 2019,29,Bus,Saturday,"2,675"
June 2019,30,Bus,Saturday,"2,579"
June 2019,31,Bus,Saturday,"2,579"
June 2019,33,Bus,Saturday,"2,681"
June 2019,35,Bus,Saturday,"2,717"
June 2019,36,Bus,Saturday,"2,646"
June 2019,37,Bus,Saturday,"2,709"
June 2019,38,Bus,Saturday,"2,565"
June 2019,39,Bus,Saturday,"2,742"
June 2019,43,Bus,Saturday,"2,648"
June 2019,44,Bus,Saturday,"2,756"
June 2019,45,Bus,Saturday,"2,470"
June 2019,48,Bus,Saturday,"2,760"
June 2019,49,Bus,Saturday,"2,595"
June 2019,5,Bus,Saturday,"2,428"
June 2019,52,Bus,Saturday,"2,575"
June 2019,54,Bus,Saturday,"3,278"
June 2019,55,Bus,Saturday,"2,381"
June 2019,56,Bus,Saturday,"2,807"
June 2019,57,Bus,Saturday,"2,630"
June 2019,58,Bus,Saturday,"2,343"
June 2019,6,Bus,Saturday,"2,664"
June 2019,66,Bus,Saturday,"2,613"
June 2019,67,Bus,Saturday,"2,683"
June 2019,7,Bus,Saturday,"2,545"
June 2019,8,Bus,Saturday,"2,606"
June 2019,9,Bus,Saturday,"2,534"
June 2019,90,Bus,Saturday,"2,367"
June 2019,91,Bus,Saturday,"2,719"
June 2019,14R,Bus,Saturday,"2,406"
June 2019,1X,Bus,Saturday,"2,373"
June 2019,28R,Bus,Saturday,"2,329"
June 2019,30X,Bus,Saturday,"2,343"
June 2019,38R,Bus,Saturday,"2,455"
June 2019,5R,Bus,Saturday,"2,464"
June 2019,8AX,Bus,Saturday,"2,519"
June 2019,8BX,Bus,Saturday,"2,596"
June 2019,9R,Bus,Saturday,"2,375"
June 2019,KBUS,Bus,Saturday,"2,395"
June 2019,LOWL,Bus,Saturday,"2,551"
June 2019,NBUS,Bus,Saturday,"2,529"
June 2019,NOWL,Bus,Saturday,"2,467"
June 2019,TBUS,Bus,Saturday,"2,263"
June 2019,CA,Cable Car,Saturday,"2,223"
June 2019,PH,Cable Car,Saturday,"2,267"
June 2019,PM,Cable Car,Saturday,"1,924"
June 2019,F,Light Rail,Saturday,"2,457"
June 2019,FBUS,Light Rail,Saturday,"2,460"
June 2019,J,Light Rail,Saturday,"2,428"
June 2019,K,Light Rail,Saturday,"2,382"
June 2019,L,Light Rail,Saturday,"2,546"
June 2019,M,Light Rail,Saturday,"2,187"
June 2019,N,Light Rail,Saturday,"2,389"
June 2019,T,Light Rail,Saturday,"2,436"
June 2019,1,Bus,Sunday,"1,969"
June 2019,12,Bus,Sunday,"2,089"
June 2019,14,Bus,Sunday,"2,010"
June 2019,15,Bus,Sunday,"2,126"
June 2019,18,Bus,Sunday,"1,971"
June 2019,19,Bus,Sunday,"2,285"
June 2019,2,Bus,Sunday,"1,807"
June 2019,22,Bus,Sunday,"2,071"
June 2019,23,Bus,Sunday,"2,046"
June 2019,24,Bus,Sunday,"2,312"
June 2019,25,Bus,Sunday,"2,014"
June 2019,27,Bus,Sunday,"2,159"
June 2019,28,Bus,Sunday,"1,844"
June 2019,29,Bus,Sunday,"2,063"
June 2019,30,Bus,Sunday,"2,004"
June 2019,31,Bus,Sunday,"1,949"
June 2019,33,Bus,Sunday,"2,030"
June 2019,35,Bus,Sunday,"2,114"
June 2019,36,Bus,Sunday,"2,160"
June 2019,37,Bus,Sunday,"2,105"
June 2019,38,Bus,Sunday,"1,970"
June 2019,39,Bus,Sunday,"2,081"
June 2019,43,Bus,Sunday,"2,157"
June 2019,44,Bus,Sunday,"2,216"
June 2019,45,Bus,Sunday,"1,867"
June 2019,48,Bus,Sunday,"2,123"
June 2019,49,Bus,Sunday,"1,978"
June 2019,5,Bus,Sunday,"1,966"
June 2019,52,Bus,Sunday,"2,102"
June 2019,54,Bus,Sunday,"2,669"
