Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
November 2019,1,Bus,Weekday,"2,504"
November 2019,12,Bus,Weekday,"2,488"
November 2019,14,Bus,Weekday,"2,543"
November 2019,15,Bus,Weekday,"2,520"
November 2019,18,Bus,Weekday,"2,498"
November 2019,19,Bus,Weekday,"2,516"
November 2019,2,Bus,Weekday,"2,466"
November 2019,22,Bus,Weekday,"2,511"
November 2019,23,Bus,Weekday,"2,489"
November 2019,24,Bus,Weekday,"2,486"
November 2019,25,Bus,Weekday,"2,495"
November 2019,27,Bus,Weekday,"2,447"
November 2019,28,Bus,Weekday,"2,573"
November 2019,CA,Cable Car,Weekday,"2,496"
November 2019,PH,Cable Car,Weekday,"2,553"
November 2019,PM,Cable Car,Weekday,"2,495"
November 2019,F,Light Rail,Weekday,"2,475"
November 2019,FBUS,Light Rail,Weekday,"2,586"
November 2019,J,Light Rail,Weekday,"2,500"
November 2019,K,Light Rail,Weekday,"2,552"
November 2019,L,Light Rail,Weekday,"2,463"
November 2019,M,Light Rail,Weekday,"2,500"
November 2019,N,Light Rail,Weekday,"2,495"
November 2019,T,Light Rail,Weekday,"2,533"
November 2019,14R,Bus,Weekday,"2,503"
November 2019,1X,Bus,Weekday,"2,519"
November 2019,28R,Bus,Weekday,"2,538"
November 2019,29,Bus,Weekday,"2,505"
November 2019,30,Bus,Weekday,"2,522"
November 2019,30X,Bus,Weekday,"2,499"
November 2019,31,Bus,Weekday,"2,504"
November 2019,33,Bus,Weekday,"2,479"
November 2019,35,Bus,Weekday,"2,513"
November 2019,36,Bus,Weekday,"2,498"
November 2019,37,Bus,Weekday,"2,498"
November 2019,38,Bus,Weekday,"2,508"
November 2019,38R,Bus,Weekday,"2,511"
November 2019,39,Bus,Weekday,"2,532"
November 2019,43,Bus,Weekday,"2,510"
November 2019,44,Bus,Weekday,"2,501"
November 2019,1,Bus,Saturday,"1,853"
November 2019,12,Bus,Saturday,"1,815"
November 2019,14,Bus,Saturday,"1,758"
November 2019,15,Bus,Saturday,"1,793"
November 2019,18,Bus,Saturday,"1,788"
November 2019,19,Bus,Saturday,"1,791"
November 2019,2,Bus,Saturday,"1,806"
November 2019,22,Bus,Saturday,"1,846"
November 2019,23,Bus,Saturday,"1,761"
November 2019,24,Bus,Saturday,"1,795"
November 2019,25,Bus,Saturday,"1,713"
November 2019,27,Bus,Saturday,"1,888"
November 2019,28,Bus,Saturday,"1,842"
November 2019,CA,Cable Car,Saturday,"1,722"
November 2019,PH,Cable Car,Saturday,"1,758"
November 2019,PM,Cable Car,Saturday,"1,734"
November 2019,F,Light Rail,Saturday,"1,790"
November 2019,FBUS,Light Rail,Saturday,"1,809"
November 2019,J,Light Rail,Saturday,"1,809"
November 2019,K,Light Rail,Saturday,"1,805"
November 2019,L,Light Rail,Saturday,"1,774"
November 2019,M,Light Rail,Saturday,"1,782"
November 2019,N,Light Rail,Saturday,"1,755"
November 2019,T,Light Rail,Saturday,"1,835"
November 2019,14R,Bus,Saturday,"1,801"
November 2019,1X,Bus,Saturday,"1,792"
November 2019,28R,Bus,Saturday,"1,790"
November 2019,29,Bus,Saturday,"1,829"
November 2019,30,Bus,Saturday,"1,791"
November 2019,30X,Bus,Saturday,"1,698"
November 2019,31,Bus,Saturday,"1,757"
November 2019,33,Bus,Saturday,"1,738"
November 2019,35,Bus,Saturday,"1,805"
November 2019,36,Bus,Saturday,"1,698"
November 2019,37,Bus,Saturday,"1,782"
November 2019,38,Bus,Saturday,"1,761"
November 2019,38R,Bus,Saturday,"1,779"
November 2019,39,Bus,Saturday,"1,753"
November 2019,43,Bus,Saturday,"1,714"
November 2019,44,Bus,Saturday,"1,760"
November 2019,1,Bus,Sunday,"1,481"
November 2019,12,Bus,Sunday,"1,489"
November 2019,14,Bus,Sunday,"1,480"
November 2019,15,Bus,Sunday,"1,535"
November 2019,18,Bus,Sunday,"1,514"
November 2019,19,Bus,Sunday,"1,539"
November 2019,2,Bus,Sunday,"1,470"
November 2019,22,Bus,Sunday,"1,462"
November 2019,23,Bus,Sunday,"1,497"
November 2019,24,Bus,Sunday,"1,527"
November 2019,25,Bus,Sunday,"1,430"
November 2019,27,Bus,Sunday,"1,504"
November 2019,28,Bus,Sunday,"1,496"
November 2019,CA,Cable Car,Sunday,"1,459"
November 2019,PH,Cable Car,Sunday,"1,454"
November 2019,PM,Cable Car,Sunday,"1,500"
November 2019,F,Light Rail,Sunday,"1,442"
November 2019,FBUS,Light Rail,Sunday,"1,470"
November 2019,J,Light Rail,Sunday,"1,494"
November 2019,K,Light Rail,Sunday,"1,488"
November 2019,L,Light Rail,Sunday,"1,446"
November 2019,M,Light Rail,Sunday,"1,461"
November 2019,N,Light Rail,Sunday,"1,531"
November 2019,T,Light Rail,Sunday,"1,516"
November 2019,14R,Bus,Sunday,"1,456"
November 2019,1X,Bus,Sunday,"1,468"
November 2019,28R,Bus,Sunday,"1,567"
November 2019,29,Bus,Sunday,"1,562"
November 2019,30,Bus,Sunday,"1,487"
November 2019,30X,Bus,Sunday,"1,496"
November 2019,31,Bus,Sunday,"1,534"
November 2019,33,Bus,Sunday,"1,512"
November 2019,35,Bus,Sunday,"1,470"
November 2019,36,Bus,Sunday,"1,488"
November 2019,37,Bus,Sunday,"1,528"
November 2019,38,Bus,Sunday,"1,459"
November 2019,38R,Bus,Sunday,"1,522"
November 2019,39,Bus,Sunday,"1,473"
November 2019,43,Bus,Sunday,"1,466"
November 2019,44,Bus,Sunday,"1,520"
