Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
October 2019,1,Bus,Weekday,"2,944"
October 2019,12,Bus,Weekday,"2,875"
October 2019,14,Bus,Weekday,"2,941"
October 2019,15,Bus,Weekday,"2,959"
October 2019,18,Bus,Weekday,"2,955"
October 2019,19,Bus,Weekday,"3,008"
October 2019,2,Bus,Weekday,"2,909"
October 2019,22,Bus,Weekday,"2,936"
October 2019,23,Bus,Weekday,"2,963"
October 2019,24,Bus,Weekday,"2,915"
October 2019,25,Bus,Weekday,"2,914"
October 2019,27,Bus,Weekday,"2,950"
October 2019,28,Bus,Weekday,"2,935"
October 2019,CA,Cable Car,Weekday,"2,949"
October 2019,PH,Cable Car,Weekday,"2,947"
October 2019,PM,Cable Car,Weekday,"2,921"
October 2019,F,Light Rail,Weekday,"2,939"
October 2019,FBUS,Light Rail,Weekday,"2,965"
October 2019,J,Light Rail,Weekday,"2,917"
October 2019,K,Light Rail,Weekday,"2,917"
October 2019,L,Light Rail,Weekday,"2,851"
October 2019,M,Light Rail,Weekday,"2,945"
October 2019,N,Light Rail,Weekday,"2,884"
October 2019,T,Light Rail,Weekday,"2,951"
October 2019,14R,Bus,Weekday,"2,928"
October 2019,1X,Bus,Weekday,"2,863"
October 2019,28R,Bus,Weekday,"2,957"
October 2019,29,Bus,Weekday,"2,937"
October 2019,30,Bus,Weekday,"2,948"
October 2019,30X,Bus,Weekday,"2,918"
October 2019,31,Bus,Weekday,"2,896"
October 2019,33,Bus,Weekday,"2,932"
October 2019,35,Bus,Weekday,"2,916"
October 2019,36,Bus,Weekday,"2,896"
October 2019,37,Bus,Weekday,"2,984"
October 2019,38,Bus,Weekday,"2,910"
October 2019,38R,Bus,Weekday,"2,903"
October 2019,39,Bus,Weekday,"2,929"
October 2019,43,Bus,Weekday,"2,873"
October 2019,44,Bus,Weekday,"2,896"
October 2019,1,Bus,Saturday,"2,203"
October 2019,12,Bus,Saturday,"2,187"
October 2019,14,Bus,Saturday,"2,240"
October 2019,15,Bus,Saturday,"2,208"
October 2019,18,Bus,Saturday,"2,151"
October 2019,19,Bus,Saturday,"2,221"
October 2019,2,Bus,Saturday,"2,240"
October 2019,22,Bus,Saturday,"2,296"
October 2019,23,Bus,Saturday,"2,248"
October 2019,24,Bus,Saturday,"2,252"
October 2019,25,Bus,Saturday,"2,258"
October 2019,27,Bus,Saturday,"2,080"
October 2019,28,Bus,Saturday,"2,157"
October 2019,CA,Cable Car,Saturday,"2,288"
October 2019,PH,Cable Car,Saturday,"2,310"
October 2019,PM,Cable Car,Saturday,"2,237"
October 2019,F,Light Rail,Saturday,"2,291"
October 2019,FBUS,Light Rail,Saturday,"2,262"
October 2019,J,Light Rail,Saturday,"2,218"
October 2019,K,Light Rail,Saturday,"2,249"
October 2019,L,Light Rail,Saturday,"2,288"
October 2019,M,Light Rail,Saturday,"2,322"
October 2019,N,Light Rail,Saturday,"2,227"
October 2019,T,Light Rail,Saturday,"2,205"
October 2019,14R,Bus,Saturday,"2,284"
October 2019,1X,Bus,Saturday,"2,176"
October 2019,28R,Bus,Saturday,"2,328"
October 2019,29,Bus,Saturday,"2,241"
October 2019,30,Bus,Saturday,"2,228"
October 2019,30X,Bus,Saturday,"2,228"
October 2019,31,Bus,Saturday,"2,201"
October 2019,33,Bus,Saturday,"2,220"
October 2019,35,Bus,Saturday,"2,181"
October 2019,36,Bus,Saturday,"2,229"
October 2019,37,Bus,Saturday,"2,234"
October 2019,38,Bus,Saturday,"2,190"
October 2019,38R,Bus,Saturday,"2,260"
October 2019,39,Bus,Saturday,"2,287"
October 2019,43,Bus,Saturday,"2,275"
October 2019,44,Bus,Saturday,"2,233"
October 2019,1,Bus,Sunday,"1,815"
October 2019,12,Bus,Sunday,"1,797"
October 2019,14,Bus,Sunday,"1,825"
October 2019,15,Bus,Sunday,"1,813"
October 2019,18,Bus,Sunday,"1,852"
October 2019,19,Bus,Sunday,"1,779"
October 2019,2,Bus,Sunday,"1,804"
October 2019,22,Bus,Sunday,"1,829"
October 2019,23,Bus,Sunday,"1,911"
October 2019,24,Bus,Sunday,"1,848"
October 2019,25,Bus,Sunday,"1,767"
October 2019,27,Bus,Sunday,"1,831"
October 2019,28,Bus,Sunday,"1,846"
October 2019,CA,Cable Car,Sunday,"1,862"
October 2019,PH,Cable Car,Sunday,"1,823"
October 2019,PM,Cable Car,Sunday,"1,828"
October 2019,F,Light Rail,Sunday,"1,859"
October 2019,FBUS,Light Rail,Sunday,"1,856"
October 2019,J,Light Rail,Sunday,"1,828"
October 2019,K,Light Rail,Sunday,"1,900"
October 2019,L,Light Rail,Sunday,"1,869"
October 2019,M,Light Rail,Sunday,"1,876"
October 2019,N,Light Rail,Sunday,"1,878"
October 2019,T,Light Rail,Sunday,"1,790"
October 2019,14R,Bus,Sunday,"1,846"
October 2019,1X,Bus,Sunday,"1,864"
October 2019,28R,Bus,Sunday,"1,856"
October 2019,29,Bus,Sunday,"1,895"
October 2019,30,Bus,Sunday,"1,843"
October 2019,30X,Bus,Sunday,"1,882"
October 2019,31,Bus,Sunday,"1,790"
October 2019,33,Bus,Sunday,"1,771"
October 2019,35,Bus,Sunday,"1,816"
October 2019,36,Bus,Sunday,"1,859"
October 2019,37,Bus,Sunday,"1,839"
October 2019,38,Bus,Sunday,"1,796"
October 2019,38R,Bus,Sunday,"1,878"
October 2019,39,Bus,Sunday,"1,834"
October 2019,43,Bus,Sunday,"1,875"
October 2019,44,Bus,Sunday,"1,853"
