Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
May 2019,1,Bus,Weekday,"2,943"
May 2019,12,Bus,Weekday,"2,959"
May 2019,14,Bus,Weekday,"2,891"
May 2019,15,Bus,Weekday,"2,896"
May 2019,18,Bus,Weekday,"2,897"
May 2019,19,Bus,Weekday,"2,912"
May 2019,2,Bus,Weekday,"2,921"
May 2019,22,Bus,Weekday,"2,894"
May 2019,23,Bus,Weekday,"2,893"
May 2019,24,Bus,Weekday,"2,881"
May 2019,25,Bus,Weekday,"2,866"
May 2019,27,Bus,Weekday,"2,887"
May 2019,28,Bus,Weekday,"2,901"
May 2019,CA,Cable Car,Weekday,"2,925"
May 2019,PH,Cable Car,Weekday,"2,971"
May 2019,PM,Cable Car,Weekday,"2,837"
May 2019,F,Light Rail,Weekday,"2,930"
May 2019,FBUS,Light Rail,Weekday,"2,905"
May 2019,J,Light Rail,Weekday,"2,912"
May 2019,K,Light Rail,Weekday,"2,878"
May 2019,L,Light Rail,Weekday,"2,848"
May 2019,M,Light Rail,Weekday,"2,912"
May 2019,N,Light Rail,Weekday,"2,938"
May 2019,T,Light Rail,Weekday,"2,885"
May 2019,14R,Bus,Weekday,"2,867"
May 2019,1X,Bus,Weekday,"2,897"
May 2019,28R,Bus,Weekday,"2,913"
May 2019,29,Bus,Weekday,"2,873"
May 2019,30,Bus,Weekday,"2,941"
May 2019,30X,Bus,Weekday,"2,894"
May 2019,31,Bus,Weekday,"2,952"
May 2019,33,Bus,Weekday,"2,920"
May 2019,35,Bus,Weekday,"2,917"
May 2019,36,Bus,Weekday,"2,929"
May 2019,37,Bus,Weekday,"2,874"
May 2019,38,Bus,Weekday,"2,937"
May 2019,38R,Bus,Weekday,"2,920"
May 2019,39,Bus,Weekday,"2,910"
May 2019,43,Bus,Weekday,"2,914"
May 2019,44,Bus,Weekday,"2,897"
May 2019,1,Bus,Saturday,"2,036"
May 2019,12,Bus,Saturday,"2,196"
May 2019,14,Bus,Saturday,"2,110"
May 2019,15,Bus,Saturday,"2,075"
May 2019,18,Bus,Saturday,"2,051"
May 2019,19,Bus,Saturday,"2,068"
May 2019,2,Bus,Saturday,"2,104"
May 2019,22,Bus,Saturday,"2,138"
May 2019,23,Bus,Saturday,"2,128"
May 2019,24,Bus,Saturday,"2,053"
May 2019,25,Bus,Saturday,"2,093"
May 2019,27,Bus,Saturday,"2,175"
May 2019,28,Bus,Saturday,"2,090"
May 2019,CA,Cable Car,Saturday,"2,081"
May 2019,PH,Cable Car,Saturday,"2,045"
May 2019,PM,Cable Car,Saturday,"2,086"
May 2019,F,Light Rail,Saturday,"2,072"
May 2019,FBUS,Light Rail,Saturday,"2,048"
May 2019,J,Light Rail,Saturday,"2,143"
May 2019,K,Light Rail,Saturday,"2,155"
May 2019,L,Light Rail,Saturday,"2,068"
May 2019,M,Light Rail,Saturday,"2,127"
May 2019,N,Light Rail,Saturday,"2,065"
May 2019,T,Light Rail,Saturday,"2,036"
May 2019,14R,Bus,Saturday,"2,117"
May 2019,1X,Bus,Saturday,"2,133"
May 2019,28R,Bus,Saturday,"2,088"
May 2019,29,Bus,Saturday,"2,141"
May 2019,30,Bus,Saturday,"2,064"
May 2019,30X,Bus,Saturday,"2,080"
May 2019,31,Bus,Saturday,"2,105"
May 2019,33,Bus,Saturday,"2,083"
May 2019,35,Bus,Saturday,"2,139"
May 2019,36,Bus,Saturday,"1,976"
May 2019,37,Bus,Saturday,"2,118"
May 2019,38,Bus,Saturday,"2,125"
May 2019,38R,Bus,Saturday,"2,000"
May 2019,39,Bus,Saturday,"2,126"
May 2019,43,Bus,Saturday,"2,216"
May 2019,44,Bus,Saturday,"2,063"
May 2019,1,Bus,Sunday,"1,709"
May 2019,12,Bus,Sunday,"1,704"
May 2019,14,Bus,Sunday,"1,634"
May 2019,15,Bus,Sunday,"1,687"
May 2019,18,Bus,Sunday,"1,690"
May 2019,19,Bus,Sunday,"1,598"
May 2019,2,Bus,Sunday,"1,630"
May 2019,22,Bus,Sunday,"1,744"
May 2019,23,Bus,Sunday,"1,693"
May 2019,24,Bus,Sunday,"1,700"
May 2019,25,Bus,Sunday,"1,660"
May 2019,27,Bus,Sunday,"1,720"
May 2019,28,Bus,Sunday,"1,650"
May 2019,CA,Cable Car,Sunday,"1,614"
May 2019,PH,Cable Car,Sunday,"1,742"
May 2019,PM,Cable Car,Sunday,"1,692"
May 2019,F,Light Rail,Sunday,"1,608"
May 2019,FBUS,Light Rail,Sunday,"1,754"
May 2019,J,Light Rail,Sunday,"1,620"
May 2019,K,Light Rail,Sunday,"1,689"
May 2019,L,Light Rail,Sunday,"1,656"
May 2019,M,Light Rail,Sunday,"1,659"
May 2019,N,Light Rail,Sunday,"1,622"
May 2019,T,Light Rail,Sunday,"1,619"
May 2019,14R,Bus,Sunday,"1,596"
May 2019,1X,Bus,Sunday,"1,698"
May 2019,28R,Bus,Sunday,"1,693"
May 2019,29,Bus,Sunday,"1,661"
May 2019,30,Bus,Sunday,"1,720"
May 2019,30X,Bus,Sunday,"1,692"
May 2019,31,Bus,Sunday,"1,658"
May 2019,33,Bus,Sunday,"1,670"
May 2019,35,Bus,Sunday,"1,580"
May 2019,36,Bus,Sunday,"1,683"
May 2019,37,Bus,Sunday,"1,632"
May 2019,38,Bus,Sunday,"1,722"
May 2019,38R,Bus,Sunday,"1,718"
May 2019,39,Bus,Sunday,"1,674"
May 2019,43,Bus,Sunday,"1,662"
May 2019,44,Bus,Sunday,"1,686"
