Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
March 2019,1,Bus,Weekday,"2,391"
March 2019,12,Bus,Weekday,"2,396"
March 2019,14,Bus,Weekday,"2,469"
March 2019,15,Bus,Weekday,"2,388"
March 2019,18,Bus,Weekday,"2,390"
March 2019,19,Bus,Weekday,"2,418"
March 2019,2,Bus,Weekday,"2,369"
March 2019,22,Bus,Weekday,"2,428"
March 2019,23,Bus,Weekday,"2,407"
March 2019,24,Bus,Weekday,"2,467"
March 2019,25,Bus,Weekday,"2,369"
March 2019,27,Bus,Weekday,"2,403"
March 2019,28,Bus,Weekday,"2,406"
March 2019,CA,Cable Car,Weekday,"2,429"
March 2019,PH,Cable Car,Weekday,"2,419"
March 2019,PM,Cable Car,Weekday,"2,426"
March 2019,F,Light Rail,Weekday,"2,407"
March 2019,FBUS,Light Rail,Weekday,"2,402"
March 2019,J,Light Rail,Weekday,"2,429"
March 2019,K,Light Rail,Weekday,"2,371"
March 2019,L,Light Rail,Weekday,"2,424"
March 2019,M,Light Rail,Weekday,"2,395"
March 2019,N,Light Rail,Weekday,"2,391"
March 2019,T,Light Rail,Weekday,"2,399"
March 2019,14R,Bus,Weekday,"2,413"
March 2019,1X,Bus,Weekday,"2,423"
March 2019,28R,Bus,Weekday,"2,365"
March 2019,29,Bus,Weekday,"2,407"
March 2019,30,Bus,Weekday,"2,407"
March 2019,30X,Bus,Weekday,"2,426"
March 2019,31,Bus,Weekday,"2,377"
March 2019,33,Bus,Weekday,"2,406"
March 2019,35,Bus,Weekday,"2,408"
March 2019,36,Bus,Weekday,"2,453"
March 2019,37,Bus,Weekday,"2,391"
March 2019,38,Bus,Weekday,"2,444"
March 2019,38R,Bus,Weekday,"2,443"
March 2019,39,Bus,Weekday,"2,421"
March 2019,43,Bus,Weekday,"2,406"
March 2019,44,Bus,Weekday,"2,399"
March 2019,1,Bus,Saturday,"1,691"
March 2019,12,Bus,Saturday,"1,721"
March 2019,14,Bus,Saturday,"1,591"
March 2019,15,Bus,Saturday,"1,674"
March 2019,18,Bus,Saturday,"1,669"
March 2019,19,Bus,Saturday,"1,602"
March 2019,2,Bus,Saturday,"1,680"
March 2019,22,Bus,Saturday,"1,640"
March 2019,23,Bus,Saturday,"1,765"
March 2019,24,Bus,Saturday,"1,625"
March 2019,25,Bus,Saturday,"1,592"
March 2019,27,Bus,Saturday,"1,638"
March 2019,28,Bus,Saturday,"1,626"
March 2019,CA,Cable Car,Saturday,"1,668"
March 2019,PH,Cable Car,Saturday,"1,697"
March 2019,PM,Cable Car,Saturday,"1,633"
March 2019,F,Light Rail,Saturday,"1,630"
March 2019,FBUS,Light Rail,Saturday,"1,612"
March 2019,J,Light Rail,Saturday,"1,648"
March 2019,K,Light Rail,Saturday,"1,610"
March 2019,L,Light Rail,Saturday,"1,661"
March 2019,M,Light Rail,Saturday,"1,713"
March 2019,N,Light Rail,Saturday,"1,578"
March 2019,T,Light Rail,Saturday,"1,627"
March 2019,14R,Bus,Saturday,"1,739"
March 2019,1X,Bus,Saturday,"1,708"
March 2019,28R,Bus,Saturday,"1,681"
March 2019,29,Bus,Saturday,"1,659"
March 2019,30,Bus,Saturday,"1,667"
March 2019,30X,Bus,Saturday,"1,642"
March 2019,31,Bus,Saturday,"1,666"
March 2019,33,Bus,Saturday,"1,695"
March 2019,35,Bus,Saturday,"1,662"
March 2019,36,Bus,Saturday,"1,581"
March 2019,37,Bus,Saturday,"1,746"
March 2019,38,Bus,Saturday,"1,674"
March 2019,38R,Bus,Saturday,"1,648"
March 2019,39,Bus,Saturday,"1,661"
March 2019,43,Bus,Saturday,"1,753"
March 2019,44,Bus,Saturday,"1,698"
March 2019,1,Bus,Sunday,"1,444"
March 2019,12,Bus,Sunday,"1,430"
March 2019,14,Bus,Sunday,"1,427"
March 2019,15,Bus,Sunday,"1,441"
March 2019,18,Bus,Sunday,"1,385"
March 2019,19,Bus,Sunday,"1,432"
March 2019,2,Bus,Sunday,"1,476"
March 2019,22,Bus,Sunday,"1,431"
March 2019,23,Bus,Sunday,"1,462"
March 2019,24,Bus,Sunday,"1,453"
March 2019,25,Bus,Sunday,"1,391"
March 2019,27,Bus,Sunday,"1,427"
March 2019,28,Bus,Sunday,"1,442"
March 2019,CA,Cable Car,Sunday,"1,475"
March 2019,PH,Cable Car,Sunday,"1,388"
March 2019,PM,Cable Car,Sunday,"1,450"
March 2019,F,Light Rail,Sunday,"1,469"
March 2019,FBUS,Light Rail,Sunday,"1,469"
March 2019,J,Light Rail,Sunday,"1,372"
March 2019,K,Light Rail,Sunday,"1,397"
March 2019,L,Light Rail,Sunday,"1,382"
March 2019,M,Light Rail,Sunday,"1,413"
March 2019,N,Light Rail,Sunday,"1,424"
March 2019,T,Light Rail,Sunday,"1,377"
March 2019,14R,Bus,Sunday,"1,417"
March 2019,1X,Bus,Sunday,"1,404"
March 2019,28R,Bus,Sunday,"1,387"
March 2019,29,Bus,Sunday,"1,453"
March 2019,30,Bus,Sunday,"1,459"
March 2019,30X,Bus,Sunday,"1,422"
March 2019,31,Bus,Sunday,"1,452"
March 2019,33,Bus,Sunday,"1,320"
March 2019,35,Bus,Sunday,"1,413"
March 2019,36,Bus,Sunday,"1,405"
March 2019,37,Bus,Sunday,"1,411"
March 2019,38,Bus,Sunday,"1,479"
March 2019,38R,Bus,Sunday,"1,412"
March 2019,39,Bus,Sunday,"1,433"
March 2019,43,Bus,Sunday,"1,362"
March 2019,44,Bus,Sunday,"1,374"
