Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
September 2019,1,Bus,Sunday,666
September 2019,12,Bus,Sunday,711
September 2019,14,Bus,Sunday,711
September 2019,15,Bus,Sunday,666
September 2019,18,Bus,Sunday,666
September 2019,19,Bus,Sunday,804
September 2019,2,Bus,Sunday,583
September 2019,22,Bus,Sunday,666
September 2019,23,Bus,Sunday,711
September 2019,24,Bus,Sunday,804
September 2019,25,Bus,Sunday,544
September 2019,27,Bus,Sunday,711
September 2019,28,Bus,Sunday,666
September 2019,29,Bus,Sunday,804
September 2019,30,Bus,Sunday,711
September 2019,31,Bus,Sunday,666
September 2019,33,Bus,Sunday,711
September 2019,35,Bus,Sunday,666
September 2019,36,Bus,Sunday,711
September 2019,37,Bus,Sunday,666
September 2019,38,Bus,Sunday,711
September 2019,39,Bus,Sunday,583
September 2019,43,Bus,Sunday,804
September 2019,44,Bus,Sunday,756
September 2019,45,Bus,Sunday,624
September 2019,48,Bus,Sunday,711
September 2019,49,Bus,Sunday,666
September 2019,5,Bus,Sunday,666
September 2019,52,Bus,Sunday,624
September 2019,54,Bus,Sunday,988
September 2019,55,Bus,Sunday,544
September 2019,56,Bus,Sunday,666
September 2019,57,Bus,Sunday,624
September 2019,58,Bus,Sunday,583
September 2019,6,Bus,Sunday,624
September 2019,66,Bus,Sunday,624
September 2019,67,Bus,Sunday,624
September 2019,7,Bus,Sunday,756
September 2019,8,Bus,Sunday,711
September 2019,9,Bus,Sunday,666
September 2019,90,Bus,Sunday,583
September 2019,91,Bus,Sunday,804
September 2019,14R,Bus,Sunday,624
September 2019,1X,Bus,Sunday,583
September 2019,28R,Bus,Sunday,583
September 2019,30X,Bus,Sunday,544
September 2019,38R,Bus,Sunday,624
September 2019,5R,Bus,Sunday,624
September 2019,8AX,Bus,Sunday,544
September 2019,8BX,Bus,Sunday,711
September 2019,9R,Bus,Sunday,624
September 2019,KBUS,Bus,Sunday,583
September 2019,LOWL,Bus,Sunday,666
September 2019,NBUS,Bus,Sunday,711
September 2019,NOWL,Bus,Sunday,666
September 2019,TBUS,Bus,Sunday,544
September 2019,CA,Cable Car,Sunday,535
September 2019,PH,Cable Car,Sunday,561
September 2019,PM,Cable Car,Sunday,529
September 2019,F,Light Rail,Sunday,624
September 2019,FBUS,Light Rail,Sunday,583
September 2019,J,Light Rail,Sunday,624
September 2019,K,Light Rail,Sunday,583
September 2019,L,Light Rail,Sunday,666
September 2019,M,Light Rail,Sunday,603
September 2019,N,Light Rail,Sunday,624
September 2019,T,Light Rail,Sunday,624
September 2019,1,Bus,Weekday,823
September 2019,12,Bus,Weekday,899
September 2019,14,Bus,Weekday,899
September 2019,15,Bus,Weekday,823
September 2019,18,Bus,Weekday,823
September 2019,19,Bus,Weekday,"1,060"
September 2019,2,Bus,Weekday,679
September 2019,22,Bus,Weekday,823
September 2019,23,Bus,Weekday,899
September 2019,24,Bus,Weekday,"1,060"
September 2019,25,Bus,Weekday,613
September 2019,27,Bus,Weekday,899
September 2019,28,Bus,Weekday,823
September 2019,29,Bus,Weekday,"1,060"
September 2019,30,Bus,Weekday,899
September 2019,31,Bus,Weekday,823
September 2019,33,Bus,Weekday,899
September 2019,35,Bus,Weekday,823
September 2019,36,Bus,Weekday,899
September 2019,37,Bus,Weekday,823
September 2019,38,Bus,Weekday,899
September 2019,39,Bus,Weekday,679
