Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
August 2019,1,Bus,Weekday,791
August 2019,12,Bus,Weekday,861
August 2019,14,Bus,Weekday,861
August 2019,15,Bus,Weekday,791
August 2019,18,Bus,Weekday,791
August 2019,19,Bus,Weekday,"1,007"
August 2019,2,Bus,Weekday,659
August 2019,22,Bus,Weekday,791
August 2019,23,Bus,Weekday,861
August 2019,24,Bus,Weekday,"1,007"
August 2019,25,Bus,Weekday,599
August 2019,27,Bus,Weekday,861
August 2019,28,Bus,Weekday,791
August 2019,29,Bus,Weekday,"1,007"
August 2019,30,Bus,Weekday,861
August 2019,31,Bus,Weekday,791
August 2019,33,Bus,Weekday,861
August 2019,35,Bus,Weekday,791
August 2019,36,Bus,Weekday,861
August 2019,37,Bus,Weekday,791
August 2019,38,Bus,Weekday,861
August 2019,39,Bus,Weekday,659
August 2019,43,Bus,Weekday,"1,007"
August 2019,44,Bus,Weekday,933
August 2019,45,Bus,Weekday,724
August 2019,48,Bus,Weekday,861
August 2019,49,Bus,Weekday,791
August 2019,5,Bus,Weekday,791
August 2019,52,Bus,Weekday,724
August 2019,54,Bus,Weekday,"1,297"
August 2019,55,Bus,Weekday,599
August 2019,56,Bus,Weekday,791
August 2019,57,Bus,Weekday,724
August 2019,58,Bus,Weekday,659
August 2019,6,Bus,Weekday,724
August 2019,66,Bus,Weekday,724
August 2019,67,Bus,Weekday,724
August 2019,7,Bus,Weekday,933
August 2019,8,Bus,Weekday,861
August 2019,9,Bus,Weekday,791
August 2019,90,Bus,Weekday,659
August 2019,91,Bus,Weekday,"1,007"
August 2019,14R,Bus,Weekday,724
August 2019,1X,Bus,Weekday,659
August 2019,28R,Bus,Weekday,659
August 2019,30X,Bus,Weekday,599
August 2019,38R,Bus,Weekday,724
August 2019,5R,Bus,Weekday,724
August 2019,8AX,Bus,Weekday,599
August 2019,8BX,Bus,Weekday,861
August 2019,9R,Bus,Weekday,724
August 2019,KBUS,Bus,Weekday,659
August 2019,LOWL,Bus,Weekday,791
August 2019,NBUS,Bus,Weekday,861
August 2019,NOWL,Bus,Weekday,791
August 2019,TBUS,Bus,Weekday,599
