Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
July 2019,1,Bus,Weekday,"2,851"
July 2019,12,Bus,Weekday,"2,875"
July 2019,14,Bus,Weekday,"2,817"
July 2019,15,Bus,Weekday,"2,858"
July 2019,18,Bus,Weekday,"2,826"
July 2019,19,Bus,Weekday,"2,854"
July 2019,2,Bus,Weekday,"2,844"
July 2019,22,Bus,Weekday,"2,881"
July 2019,23,Bus,Weekday,"2,823"
July 2019,24,Bus,Weekday,"2,841"
July 2019,25,Bus,Weekday,"2,831"
July 2019,27,Bus,Weekday,"2,821"
July 2019,28,Bus,Weekday,"2,844"
July 2019,29,Bus,Weekday,"2,845"
July 2019,30,Bus,Weekday,"2,908"
July 2019,31,Bus,Weekday,"2,854"
July 2019,33,Bus,Weekday,"2,866"
July 2019,35,Bus,Weekday,"2,847"
July 2019,36,Bus,Weekday,"2,874"
July 2019,37,Bus,Weekday,"2,846"
July 2019,38,Bus,Weekday,"2,903"
July 2019,39,Bus,Weekday,"2,881"
July 2019,43,Bus,Weekday,"2,785"
July 2019,44,Bus,Weekday,"2,869"
July 2019,45,Bus,Weekday,"2,820"
July 2019,48,Bus,Weekday,"2,856"
July 2019,49,Bus,Weekday,"2,837"
July 2019,5,Bus,Weekday,"2,885"
July 2019,52,Bus,Weekday,"2,823"
July 2019,54,Bus,Weekday,"2,830"
July 2019,55,Bus,Weekday,"2,863"
July 2019,56,Bus,Weekday,"2,837"
July 2019,57,Bus,Weekday,"2,873"
July 2019,58,Bus,Weekday,"2,836"
July 2019,6,Bus,Weekday,"2,817"
July 2019,66,Bus,Weekday,"2,848"
July 2019,67,Bus,Weekday,"2,861"
July 2019,7,Bus,Weekday,"2,870"
July 2019,8,Bus,Weekday,"2,799"
July 2019,9,Bus,Weekday,"2,837"
July 2019,90,Bus,Weekday,"2,885"
July 2019,91,Bus,Weekday,"2,891"
July 2019,14R,Bus,Weekday,"2,863"
July 2019,1X,Bus,Weekday,"2,885"
July 2019,28R,Bus,Weekday,"2,856"
July 2019,30X,Bus,Weekday,"2,881"
July 2019,38R,Bus,Weekday,"2,842"
July 2019,5R,Bus,Weekday,"2,877"
July 2019,8AX,Bus,Weekday,"2,841"
July 2019,8BX,Bus,Weekday,"2,871"
July 2019,9R,Bus,Weekday,"2,863"
July 2019,KBUS,Bus,Weekday,"2,869"
July 2019,LOWL,Bus,Weekday,"2,792"
July 2019,NBUS,Bus,Weekday,"2,864"
July 2019,NOWL,Bus,Weekday,"2,854"
July 2019,TBUS,Bus,Weekday,"2,828"
July 2019,CA,Cable Car,Weekday,"2,443"
July 2019,PH,Cable Car,Weekday,"2,420"
July 2019,PM,Cable Car,Weekday,"2,437"
July 2019,F,Light Rail,Weekday,"2,858"
July 2019,FBUS,Light Rail,Weekday,"2,857"
July 2019,J,Light Rail,Weekday,"2,818"
July 2019,K,Light Rail,Weekday,"2,857"
July 2019,L,Light Rail,Weekday,"2,860"
July 2019,M,Light Rail,Weekday,"2,848"
July 2019,N,Light Rail,Weekday,"2,842"
July 2019,T,Light Rail,Weekday,"2,858"
July 2019,1,Bus,Saturday,"2,036"
July 2019,12,Bus,Saturday,"1,957"
July 2019,14,Bus,Saturday,"1,916"
July 2019,15,Bus,Saturday,"1,942"
July 2019,18,Bus,Saturday,"1,901"
July 2019,19,Bus,Saturday,"1,991"
July 2019,2,Bus,Saturday,"2,040"
July 2019,22,Bus,Saturday,"1,990"
July 2019,23,Bus,Saturday,"1,970"
July 2019,24,Bus,Saturday,"1,914"
July 2019,25,Bus,Saturday,"1,954"
July 2019,27,Bus,Saturday,"1,930"
July 2019,28,Bus,Saturday,"1,909"
July 2019,29,Bus,Saturday,"1,856"
July 2019,30,Bus,Saturday,"1,896"
July 2019,31,Bus,Saturday,"1,944"
July 2019,33,Bus,Saturday,"1,839"
July 2019,35,Bus,Saturday,"1,933"
July 2019,36,Bus,Saturday,"1,822"
July 2019,37,Bus,Saturday,"1,927"
July 2019,38,Bus,Saturday,"1,914"
July 2019,39,Bus,Saturday,"1,891"
July 2019,43,Bus,Saturday,"1,931"
July 2019,44,Bus,Saturday,"1,972"
July 2019,45,Bus,Saturday,"1,984"
July 2019,48,Bus,Saturday,"1,982"
July 2019,49,Bus,Saturday,"1,756"
July 2019,5,Bus,Saturday,"1,938"
July 2019,52,Bus,Saturday,"2,032"
July 2019,54,Bus,Saturday,"1,931"
July 2019,55,Bus,Saturday,"1,936"
July 2019,56,Bus,Saturday,"2,062"
July 2019,57,Bus,Saturday,"1,974"
July 2019,58,Bus,Saturday,"1,846"
July 2019,6,Bus,Saturday,"1,974"
July 2019,66,Bus,Saturday,"1,850"
July 2019,67,Bus,Saturday,"1,802"
July 2019,7,Bus,Saturday,"1,940"
July 2019,8,Bus,Saturday,"1,993"
July 2019,9,Bus,Saturday,"1,967"
July 2019,90,Bus,Saturday,"2,020"
July 2019,91,Bus,Saturday,"1,911"
July 2019,14R,Bus,Saturday,"1,955"
July 2019,1X,Bus,Saturday,"1,821"
July 2019,28R,Bus,Saturday,"1,948"
July 2019,30X,Bus,Saturday,"1,998"
July 2019,38R,Bus,Saturday,"1,957"
July 2019,5R,Bus,Saturday,"1,963"
July 2019,8AX,Bus,Saturday,"1,958"
July 2019,8BX,Bus,Saturday,"1,940"
July 2019,9R,Bus,Saturday,"1,987"
July 2019,KBUS,Bus,Saturday,"1,931"
July 2019,LOWL,Bus,Saturday,"1,997"
July 2019,NBUS,Bus,Saturday,"1,980"
July 2019,NOWL,Bus,Saturday,"1,916"
July 2019,TBUS,Bus,Saturday,"1,911"
July 2019,CA,Cable Car,Saturday,"1,632"
July 2019,PH,Cable Car,Saturday,"1,675"
July 2019,PM,Cable Car,Saturday,"1,626"
July 2019,F,Light Rail,Saturday,"1,980"
July 2019,FBUS,Light Rail,Saturday,"1,818"
July 2019,J,Light Rail,Saturday,"1,894"
July 2019,K,Light Rail,Saturday,"1,928"
July 2019,L,Light Rail,Saturday,"2,024"
July 2019,M,Light Rail,Saturday,"1,914"
July 2019,N,Light Rail,Saturday,"1,916"
July 2019,T,Light Rail,Saturday,"1,874"
July 2019,1,Bus,Sunday,"1,609"
July 2019,12,Bus,Sunday,"1,550"
July 2019,14,Bus,Sunday,"1,554"
July 2019,15,Bus,Sunday,"1,540"
July 2019,18,Bus,Sunday,"1,530"
July 2019,19,Bus,Sunday,"1,593"
July 2019,2,Bus,Sunday,"1,511"
July 2019,22,Bus,Sunday,"1,550"
July 2019,23,Bus,Sunday,"1,566"
July 2019,24,Bus,Sunday,"1,541"
July 2019,25,Bus,Sunday,"1,550"
July 2019,27,Bus,Sunday,"1,521"
July 2019,28,Bus,Sunday,"1,577"
July 2019,29,Bus,Sunday,"1,502"
July 2019,30,Bus,Sunday,"1,494"
July 2019,31,Bus,Sunday,"1,585"
July 2019,33,Bus,Sunday,"1,559"
July 2019,35,Bus,Sunday,"1,624"
July 2019,36,Bus,Sunday,"1,612"
July 2019,37,Bus,Sunday,"1,565"
July 2019,38,Bus,Sunday,"1,548"
July 2019,39,Bus,Sunday,"1,530"
July 2019,43,Bus,Sunday,"1,605"
July 2019,44,Bus,Sunday,"1,494"
July 2019,45,Bus,Sunday,"1,622"
July 2019,48,Bus,Sunday,"1,466"
July 2019,49,Bus,Sunday,"1,568"
July 2019,5,Bus,Sunday,"1,566"
July 2019,52,Bus,Sunday,"1,602"
July 2019,54,Bus,Sunday,"1,625"
July 2019,55,Bus,Sunday,"1,614"
July 2019,56,Bus,Sunday,"1,584"
July 2019,57,Bus,Sunday,"1,598"
July 2019,58,Bus,Sunday,"1,538"
July 2019,6,Bus,Sunday,"1,505"
July 2019,66,Bus,Sunday,"1,533"
July 2019,67,Bus,Sunday,"1,493"
July 2019,7,Bus,Sunday,"1,549"
July 2019,8,Bus,Sunday,"1,552"
July 2019,9,Bus,Sunday,"1,539"
July 2019,90,Bus,Sunday,"1,521"
July 2019,91,Bus,Sunday,"1,550"
July 2019,14R,Bus,Sunday,"1,500"
July 2019,1X,Bus,Sunday,"1,572"
July 2019,28R,Bus,Sunday,"1,551"
July 2019,30X,Bus,Sunday,"1,530"
July 2019,38R,Bus,Sunday,"1,570"
July 2019,5R,Bus,Sunday,"1,584"
July 2019,8AX,Bus,Sunday,"1,580"
July 2019,8BX,Bus,Sunday,"1,537"
July 2019,9R,Bus,Sunday,"1,556"
July 2019,KBUS,Bus,Sunday,"1,480"
July 2019,LOWL,Bus,Sunday,"1,531"
July 2019,NBUS,Bus,Sunday,"1,562"
July 2019,NOWL,Bus,Sunday,"1,572"
July 2019,TBUS,Bus,Sunday,"1,560"
July 2019,CA,Cable Car,Sunday,"1,327"
July 2019,PH,Cable Car,Sunday,"1,309"
July 2019,PM,Cable Car,Sunday,"1,339"
July 2019,F,Light Rail,Sunday,"1,488"
July 2019,FBUS,Light Rail,Sunday,"1,551"
July 2019,J,Light Rail,Sunday,"1,525"
July 2019,K,Light Rail,Sunday,"1,574"
July 2019,L,Light Rail,Sunday,"1,506"
July 2019,M,Light Rail,Sunday,"1,577"
July 2019,N,Light Rail,Sunday,"1,598"
July 2019,T,Light Rail,Sunday,"1,550"
