Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
February 2019,1,Bus,Weekday,"2,317"
February 2019,12,Bus,Weekday,"2,315"
February 2019,14,Bus,Weekday,"2,296"
February 2019,15,Bus,Weekday,"2,294"
February 2019,18,Bus,Weekday,"2,342"
February 2019,19,Bus,Weekday,"2,357"
February 2019,2,Bus,Weekday,"2,328"
February 2019,22,Bus,Weekday,"2,293"
February 2019,23,Bus,Weekday,"2,332"
February 2019,24,Bus,Weekday,"2,312"
February 2019,25,Bus,Weekday,"2,268"
February 2019,27,Bus,Weekday,"2,322"
February 2019,28,Bus,Weekday,"2,230"
February 2019,29,Bus,Weekday,"2,310"
February 2019,30,Bus,Weekday,"2,276"
February 2019,31,Bus,Weekday,"2,292"
February 2019,33,Bus,Weekday,"2,339"
February 2019,35,Bus,Weekday,"2,329"
February 2019,36,Bus,Weekday,"2,309"
February 2019,37,Bus,Weekday,"2,314"
February 2019,38,Bus,Weekday,"2,335"
February 2019,39,Bus,Weekday,"2,289"
February 2019,43,Bus,Weekday,"2,303"
February 2019,44,Bus,Weekday,"2,288"
February 2019,45,Bus,Weekday,"2,285"
February 2019,48,Bus,Weekday,"2,328"
February 2019,49,Bus,Weekday,"2,309"
February 2019,5,Bus,Weekday,"2,339"
February 2019,52,Bus,Weekday,"2,307"
February 2019,54,Bus,Weekday,"2,358"
February 2019,55,Bus,Weekday,"2,344"
February 2019,56,Bus,Weekday,"2,309"
February 2019,57,Bus,Weekday,"2,342"
February 2019,58,Bus,Weekday,"2,271"
February 2019,6,Bus,Weekday,"2,325"
February 2019,66,Bus,Weekday,"2,316"
February 2019,67,Bus,Weekday,"2,320"
February 2019,7,Bus,Weekday,"2,290"
February 2019,8,Bus,Weekday,"2,293"
February 2019,9,Bus,Weekday,"2,309"
February 2019,90,Bus,Weekday,"2,264"
February 2019,91,Bus,Weekday,"2,289"
February 2019,14R,Bus,Weekday,"2,303"
February 2019,1X,Bus,Weekday,"2,306"
February 2019,28R,Bus,Weekday,"2,311"
February 2019,30X,Bus,Weekday,"2,350"
February 2019,38R,Bus,Weekday,"2,315"
February 2019,5R,Bus,Weekday,"2,303"
February 2019,8AX,Bus,Weekday,"2,291"
February 2019,8BX,Bus,Weekday,"2,333"
February 2019,9R,Bus,Weekday,"2,310"
February 2019,KBUS,Bus,Weekday,"2,311"
February 2019,LOWL,Bus,Weekday,"2,285"
February 2019,NBUS,Bus,Weekday,"2,307"
February 2019,NOWL,Bus,Weekday,"2,293"
February 2019,TBUS,Bus,Weekday,"2,301"
February 2019,CA,Cable Car,Weekday,"1,978"
February 2019,PH,Cable Car,Weekday,"1,956"
February 2019,PM,Cable Car,Weekday,"1,948"
February 2019,F,Light Rail,Weekday,"2,294"
February 2019,FBUS,Light Rail,Weekday,"2,320"
February 2019,J,Light Rail,Weekday,"2,261"
February 2019,K,Light Rail,Weekday,"2,284"
February 2019,L,Light Rail,Weekday,"2,288"
February 2019,M,Light Rail,Weekday,"2,296"
February 2019,N,Light Rail,Weekday,"2,250"
February 2019,T,Light Rail,Weekday,"2,307"
