Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
October 2019,1,Bus,Weekday,"2,777"
October 2019,12,Bus,Weekday,"2,798"
October 2019,14,Bus,Weekday,"2,749"
October 2019,15,Bus,Weekday,"2,740"
October 2019,18,Bus,Weekday,"2,759"
October 2019,19,Bus,Weekday,"2,818"
October 2019,2,Bus,Weekday,"2,781"
October 2019,22,Bus,Weekday,"2,780"
October 2019,23,Bus,Weekday,"2,741"
October 2019,24,Bus,Weekday,"2,824"
October 2019,25,Bus,Weekday,"2,735"
October 2019,27,Bus,Weekday,"2,732"
October 2019,28,Bus,Weekday,"2,809"
October 2019,29,Bus,Weekday,"2,764"
October 2019,30,Bus,Weekday,"2,762"
October 2019,31,Bus,Weekday,"2,822"
October 2019,33,Bus,Weekday,"2,811"
October 2019,35,Bus,Weekday,"2,837"
October 2019,36,Bus,Weekday,"2,803"
October 2019,37,Bus,Weekday,"2,796"
October 2019,38,Bus,Weekday,"2,789"
October 2019,39,Bus,Weekday,"2,812"
October 2019,43,Bus,Weekday,"2,798"
October 2019,44,Bus,Weekday,"2,814"
October 2019,45,Bus,Weekday,"2,790"
October 2019,48,Bus,Weekday,"2,816"
October 2019,49,Bus,Weekday,"2,769"
October 2019,5,Bus,Weekday,"2,799"
October 2019,52,Bus,Weekday,"2,776"
October 2019,54,Bus,Weekday,"2,836"
October 2019,55,Bus,Weekday,"2,799"
October 2019,56,Bus,Weekday,"2,774"
October 2019,57,Bus,Weekday,"2,744"
October 2019,58,Bus,Weekday,"2,767"
October 2019,6,Bus,Weekday,"2,787"
October 2019,66,Bus,Weekday,"2,829"
October 2019,67,Bus,Weekday,"2,770"
October 2019,7,Bus,Weekday,"2,789"
October 2019,8,Bus,Weekday,"2,811"
October 2019,9,Bus,Weekday,"2,773"
October 2019,90,Bus,Weekday,"2,785"
October 2019,91,Bus,Weekday,"2,804"
October 2019,14R,Bus,Weekday,"2,789"
October 2019,1X,Bus,Weekday,"2,794"
October 2019,28R,Bus,Weekday,"2,780"
October 2019,30X,Bus,Weekday,"2,796"
October 2019,38R,Bus,Weekday,"2,797"
October 2019,5R,Bus,Weekday,"2,745"
October 2019,8AX,Bus,Weekday,"2,757"
October 2019,8BX,Bus,Weekday,"2,779"
October 2019,9R,Bus,Weekday,"2,779"
October 2019,KBUS,Bus,Weekday,"2,791"
October 2019,LOWL,Bus,Weekday,"2,791"
October 2019,NBUS,Bus,Weekday,"2,736"
October 2019,NOWL,Bus,Weekday,"2,809"
October 2019,TBUS,Bus,Weekday,"2,740"
October 2019,CA,Cable Car,Weekday,"2,381"
October 2019,PH,Cable Car,Weekday,"2,339"
October 2019,PM,Cable Car,Weekday,"2,397"
October 2019,F,Light Rail,Weekday,"2,805"
October 2019,FBUS,Light Rail,Weekday,"2,778"
October 2019,J,Light Rail,Weekday,"2,794"
October 2019,K,Light Rail,Weekday,"2,813"
October 2019,L,Light Rail,Weekday,"2,803"
October 2019,M,Light Rail,Weekday,"2,781"
October 2019,N,Light Rail,Weekday,"2,727"
October 2019,T,Light Rail,Weekday,"2,753"
October 2019,1,Bus,Saturday,"2,043"
October 2019,12,Bus,Saturday,"2,082"
October 2019,14,Bus,Saturday,"2,110"
October 2019,15,Bus,Saturday,"2,097"
October 2019,18,Bus,Saturday,"2,158"
October 2019,19,Bus,Saturday,"2,085"
October 2019,2,Bus,Saturday,"2,025"
October 2019,22,Bus,Saturday,"2,112"
October 2019,23,Bus,Saturday,"1,963"
October 2019,24,Bus,Saturday,"2,153"
October 2019,25,Bus,Saturday,"2,074"
October 2019,27,Bus,Saturday,"2,128"
October 2019,28,Bus,Saturday,"2,132"
October 2019,29,Bus,Saturday,"2,137"
October 2019,30,Bus,Saturday,"2,069"
October 2019,31,Bus,Saturday,"2,046"
October 2019,33,Bus,Saturday,"2,113"
October 2019,35,Bus,Saturday,"2,059"
October 2019,36,Bus,Saturday,"2,024"
October 2019,37,Bus,Saturday,"2,114"
October 2019,38,Bus,Saturday,"2,094"
October 2019,39,Bus,Saturday,"1,994"
October 2019,43,Bus,Saturday,"2,107"
October 2019,44,Bus,Saturday,"2,094"
October 2019,45,Bus,Saturday,"2,076"
October 2019,48,Bus,Saturday,"2,038"
October 2019,49,Bus,Saturday,"2,122"
October 2019,5,Bus,Saturday,"2,172"
October 2019,52,Bus,Saturday,"2,066"
October 2019,54,Bus,Saturday,"2,002"
October 2019,55,Bus,Saturday,"2,027"
October 2019,56,Bus,Saturday,"2,160"
October 2019,57,Bus,Saturday,"2,060"
October 2019,58,Bus,Saturday,"2,228"
October 2019,6,Bus,Saturday,"1,989"
October 2019,66,Bus,Saturday,"2,075"
October 2019,67,Bus,Saturday,"2,150"
October 2019,7,Bus,Saturday,"2,062"
October 2019,8,Bus,Saturday,"1,966"
October 2019,9,Bus,Saturday,"2,058"
October 2019,90,Bus,Saturday,"2,096"
October 2019,91,Bus,Saturday,"2,094"
October 2019,14R,Bus,Saturday,"2,078"
October 2019,1X,Bus,Saturday,"2,050"
October 2019,28R,Bus,Saturday,"2,162"
October 2019,30X,Bus,Saturday,"2,108"
October 2019,38R,Bus,Saturday,"2,099"
October 2019,5R,Bus,Saturday,"2,059"
October 2019,8AX,Bus,Saturday,"2,178"
October 2019,8BX,Bus,Saturday,"2,109"
October 2019,9R,Bus,Saturday,"2,092"
October 2019,KBUS,Bus,Saturday,"2,099"
October 2019,LOWL,Bus,Saturday,"2,122"
October 2019,NBUS,Bus,Saturday,"2,062"
October 2019,NOWL,Bus,Saturday,"2,052"
October 2019,TBUS,Bus,Saturday,"2,048"
October 2019,CA,Cable Car,Saturday,"1,756"
October 2019,PH,Cable Car,Saturday,"1,699"
