Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
January 2019,1,Bus,Weekday,"2,060"
January 2019,12,Bus,Weekday,"2,007"
January 2019,14,Bus,Weekday,"2,054"
January 2019,15,Bus,Weekday,"2,030"
January 2019,18,Bus,Weekday,"2,055"
January 2019,19,Bus,Weekday,"2,026"
January 2019,2,Bus,Weekday,"2,029"
January 2019,22,Bus,Weekday,"2,025"
January 2019,23,Bus,Weekday,"2,014"
January 2019,24,Bus,Weekday,"2,008"
January 2019,25,Bus,Weekday,"1,997"
January 2019,27,Bus,Weekday,"1,998"
January 2019,28,Bus,Weekday,"2,022"
January 2019,29,Bus,Weekday,"2,029"
January 2019,30,Bus,Weekday,"2,043"
January 2019,31,Bus,Weekday,"2,045"
January 2019,33,Bus,Weekday,"2,009"
January 2019,35,Bus,Weekday,"2,032"
January 2019,36,Bus,Weekday,"2,047"
January 2019,37,Bus,Weekday,"2,046"
January 2019,38,Bus,Weekday,"2,022"
January 2019,39,Bus,Weekday,"2,031"
January 2019,43,Bus,Weekday,"1,971"
January 2019,44,Bus,Weekday,"2,034"
January 2019,45,Bus,Weekday,"2,008"
January 2019,48,Bus,Weekday,"2,043"
January 2019,49,Bus,Weekday,"2,022"
January 2019,5,Bus,Weekday,"2,010"
January 2019,52,Bus,Weekday,"2,020"
January 2019,54,Bus,Weekday,"2,006"
January 2019,55,Bus,Weekday,"2,024"
January 2019,56,Bus,Weekday,"2,029"
January 2019,57,Bus,Weekday,"2,014"
January 2019,58,Bus,Weekday,"2,001"
January 2019,6,Bus,Weekday,"2,024"
January 2019,66,Bus,Weekday,"1,974"
January 2019,67,Bus,Weekday,"2,012"
January 2019,7,Bus,Weekday,"2,048"
January 2019,8,Bus,Weekday,"2,017"
January 2019,9,Bus,Weekday,"2,018"
January 2019,90,Bus,Weekday,"2,021"
January 2019,91,Bus,Weekday,"2,028"
January 2019,14R,Bus,Weekday,"2,034"
January 2019,1X,Bus,Weekday,"2,027"
January 2019,28R,Bus,Weekday,"2,005"
January 2019,30X,Bus,Weekday,"2,042"
January 2019,38R,Bus,Weekday,"2,000"
January 2019,5R,Bus,Weekday,"2,001"
January 2019,8AX,Bus,Weekday,"1,986"
January 2019,8BX,Bus,Weekday,"2,033"
January 2019,9R,Bus,Weekday,"2,036"
January 2019,KBUS,Bus,Weekday,"1,998"
January 2019,LOWL,Bus,Weekday,"2,017"
January 2019,NBUS,Bus,Weekday,"1,999"
January 2019,NOWL,Bus,Weekday,"2,032"
January 2019,TBUS,Bus,Weekday,"2,056"
January 2019,CA,Cable Car,Weekday,"1,706"
January 2019,PH,Cable Car,Weekday,"1,747"
January 2019,PM,Cable Car,Weekday,"1,724"
January 2019,F,Light Rail,Weekday,"2,021"
January 2019,FBUS,Light Rail,Weekday,"1,991"
January 2019,J,Light Rail,Weekday,"2,014"
January 2019,K,Light Rail,Weekday,"2,013"
January 2019,L,Light Rail,Weekday,"2,026"
January 2019,M,Light Rail,Weekday,"2,018"
January 2019,N,Light Rail,Weekday,"2,025"
January 2019,T,Light Rail,Weekday,"2,005"
January 2019,1,Bus,Saturday,"1,274"
January 2019,12,Bus,Saturday,"1,199"
January 2019,14,Bus,Saturday,"1,281"
January 2019,15,Bus,Saturday,"1,256"
January 2019,18,Bus,Saturday,"1,299"
January 2019,19,Bus,Saturday,"1,242"
January 2019,2,Bus,Saturday,"1,268"
January 2019,22,Bus,Saturday,"1,267"
January 2019,23,Bus,Saturday,"1,230"
January 2019,24,Bus,Saturday,"1,253"
January 2019,25,Bus,Saturday,"1,274"
January 2019,27,Bus,Saturday,"1,246"
January 2019,28,Bus,Saturday,"1,273"
January 2019,29,Bus,Saturday,"1,257"
January 2019,30,Bus,Saturday,"1,270"
January 2019,31,Bus,Saturday,"1,249"
January 2019,33,Bus,Saturday,"1,305"
January 2019,35,Bus,Saturday,"1,241"
January 2019,36,Bus,Saturday,"1,235"
January 2019,37,Bus,Saturday,"1,292"
January 2019,38,Bus,Saturday,"1,249"
January 2019,39,Bus,Saturday,"1,271"
January 2019,43,Bus,Saturday,"1,216"
January 2019,44,Bus,Saturday,"1,301"
January 2019,45,Bus,Saturday,"1,223"
January 2019,48,Bus,Saturday,"1,288"
January 2019,49,Bus,Saturday,"1,281"
January 2019,5,Bus,Saturday,"1,214"
January 2019,52,Bus,Saturday,"1,269"
January 2019,54,Bus,Saturday,"1,297"
January 2019,55,Bus,Saturday,"1,260"
January 2019,56,Bus,Saturday,"1,228"
January 2019,57,Bus,Saturday,"1,292"
January 2019,58,Bus,Saturday,"1,247"
January 2019,6,Bus,Saturday,"1,290"
January 2019,66,Bus,Saturday,"1,272"
January 2019,67,Bus,Saturday,"1,260"
January 2019,7,Bus,Saturday,"1,215"
January 2019,8,Bus,Saturday,"1,254"
January 2019,9,Bus,Saturday,"1,270"
January 2019,90,Bus,Saturday,"1,288"
January 2019,91,Bus,Saturday,"1,206"
January 2019,14R,Bus,Saturday,"1,190"
January 2019,1X,Bus,Saturday,"1,240"
January 2019,28R,Bus,Saturday,"1,268"
January 2019,30X,Bus,Saturday,"1,276"
January 2019,38R,Bus,Saturday,"1,199"
January 2019,5R,Bus,Saturday,"1,242"
January 2019,8AX,Bus,Saturday,"1,256"
January 2019,8BX,Bus,Saturday,"1,210"
January 2019,9R,Bus,Saturday,"1,260"
January 2019,KBUS,Bus,Saturday,"1,243"
January 2019,LOWL,Bus,Saturday,"1,254"
January 2019,NBUS,Bus,Saturday,"1,264"
January 2019,NOWL,Bus,Saturday,"1,258"
January 2019,TBUS,Bus,Saturday,"1,227"
January 2019,CA,Cable Car,Saturday,"1,051"
January 2019,PH,Cable Car,Saturday,"1,080"
January 2019,PM,Cable Car,Saturday,"1,078"
January 2019,F,Light Rail,Saturday,"1,298"
January 2019,FBUS,Light Rail,Saturday,"1,275"
January 2019,J,Light Rail,Saturday,"1,286"
January 2019,K,Light Rail,Saturday,"1,255"
January 2019,L,Light Rail,Saturday,"1,259"
January 2019,M,Light Rail,Saturday,"1,230"
January 2019,N,Light Rail,Saturday,"1,191"
January 2019,T,Light Rail,Saturday,"1,253"
January 2019,1,Bus,Sunday,"1,124"
January 2019,12,Bus,Sunday,"1,105"
January 2019,14,Bus,Sunday,"1,096"
January 2019,15,Bus,Sunday,"1,126"
January 2019,18,Bus,Sunday,"1,139"
January 2019,19,Bus,Sunday,"1,101"
January 2019,2,Bus,Sunday,"1,170"
January 2019,22,Bus,Sunday,"1,090"
January 2019,23,Bus,Sunday,"1,098"
January 2019,24,Bus,Sunday,"1,128"
January 2019,25,Bus,Sunday,"1,085"
January 2019,27,Bus,Sunday,"1,094"
January 2019,28,Bus,Sunday,"1,092"
January 2019,29,Bus,Sunday,"1,120"
January 2019,30,Bus,Sunday,"1,114"
January 2019,31,Bus,Sunday,"1,108"
January 2019,33,Bus,Sunday,"1,099"
January 2019,35,Bus,Sunday,"1,181"
January 2019,36,Bus,Sunday,"1,113"
January 2019,37,Bus,Sunday,"1,136"
January 2019,38,Bus,Sunday,"1,107"
January 2019,39,Bus,Sunday,"1,124"
January 2019,43,Bus,Sunday,"1,129"
January 2019,44,Bus,Sunday,"1,144"
January 2019,45,Bus,Sunday,"1,090"
January 2019,48,Bus,Sunday,"1,104"
January 2019,49,Bus,Sunday,"1,110"
January 2019,5,Bus,Sunday,"1,113"
January 2019,52,Bus,Sunday,"1,149"
January 2019,54,Bus,Sunday,"1,130"
January 2019,55,Bus,Sunday,"1,120"
January 2019,56,Bus,Sunday,"1,138"
January 2019,57,Bus,Sunday,"1,102"
January 2019,58,Bus,Sunday,"1,119"
January 2019,6,Bus,Sunday,"1,079"
January 2019,66,Bus,Sunday,"1,127"
January 2019,67,Bus,Sunday,"1,114"
January 2019,7,Bus,Sunday,"1,128"
January 2019,8,Bus,Sunday,"1,136"
January 2019,9,Bus,Sunday,"1,108"
January 2019,90,Bus,Sunday,"1,109"
January 2019,91,Bus,Sunday,"1,100"
January 2019,14R,Bus,Sunday,"1,107"
January 2019,1X,Bus,Sunday,"1,094"
January 2019,28R,Bus,Sunday,"1,176"
January 2019,30X,Bus,Sunday,"1,144"
January 2019,38R,Bus,Sunday,"1,102"
January 2019,5R,Bus,Sunday,"1,084"
January 2019,8AX,Bus,Sunday,"1,134"
January 2019,8BX,Bus,Sunday,"1,126"
January 2019,9R,Bus,Sunday,"1,113"
January 2019,KBUS,Bus,Sunday,"1,123"
January 2019,LOWL,Bus,Sunday,"1,133"
January 2019,NBUS,Bus,Sunday,"1,132"
January 2019,NOWL,Bus,Sunday,"1,110"
January 2019,TBUS,Bus,Sunday,"1,150"
January 2019,CA,Cable Car,Sunday,"1,060"
January 2019,PH,Cable Car,Sunday,"1,055"
January 2019,PM,Cable Car,Sunday,"1,064"
January 2019,F,Light Rail,Sunday,"1,140"
January 2019,FBUS,Light Rail,Sunday,"1,144"
January 2019,J,Light Rail,Sunday,"1,110"
January 2019,K,Light Rail,Sunday,"1,122"
January 2019,L,Light Rail,Sunday,"1,145"
January 2019,M,Light Rail,Sunday,"1,110"
January 2019,N,Light Rail,Sunday,"1,125"
January 2019,T,Light Rail,Sunday,"1,108"
