Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
October 2019,1,Bus,Weekday,797
October 2019,12,Bus,Weekday,862
October 2019,14,Bus,Weekday,865
October 2019,15,Bus,Weekday,793
October 2019,18,Bus,Weekday,792
October 2019,19,Bus,Weekday,"1,004"
October 2019,2,Bus,Weekday,657
October 2019,22,Bus,Weekday,792
October 2019,23,Bus,Weekday,863
October 2019,24,Bus,Weekday,"1,016"
October 2019,25,Bus,Weekday,602
October 2019,27,Bus,Weekday,865
October 2019,28,Bus,Weekday,793
October 2019,29,Bus,Weekday,"1,008"
October 2019,30,Bus,Weekday,860
October 2019,31,Bus,Weekday,793
October 2019,33,Bus,Weekday,864
October 2019,35,Bus,Weekday,789
October 2019,36,Bus,Weekday,861
October 2019,37,Bus,Weekday,796
October 2019,38,Bus,Weekday,864
October 2019,39,Bus,Weekday,661
October 2019,43,Bus,Weekday,"1,004"
October 2019,44,Bus,Weekday,938
October 2019,45,Bus,Weekday,728
October 2019,48,Bus,Weekday,867
October 2019,49,Bus,Weekday,793
October 2019,5,Bus,Weekday,790
October 2019,52,Bus,Weekday,726
October 2019,54,Bus,Weekday,"1,297"
October 2019,55,Bus,Weekday,598
October 2019,56,Bus,Weekday,794
October 2019,57,Bus,Weekday,727
October 2019,58,Bus,Weekday,659
October 2019,6,Bus,Weekday,722
October 2019,66,Bus,Weekday,725
October 2019,67,Bus,Weekday,727
October 2019,7,Bus,Weekday,938
October 2019,8,Bus,Weekday,859
October 2019,9,Bus,Weekday,792
October 2019,90,Bus,Weekday,662
October 2019,91,Bus,Weekday,"1,009"
October 2019,14R,Bus,Weekday,725
October 2019,1X,Bus,Weekday,663
October 2019,28R,Bus,Weekday,664
October 2019,30X,Bus,Weekday,601
October 2019,38R,Bus,Weekday,723
October 2019,5R,Bus,Weekday,726
October 2019,8AX,Bus,Weekday,600
October 2019,8BX,Bus,Weekday,866
October 2019,9R,Bus,Weekday,726
October 2019,KBUS,Bus,Weekday,663
October 2019,LOWL,Bus,Weekday,794
October 2019,NBUS,Bus,Weekday,867
October 2019,NOWL,Bus,Weekday,791
October 2019,TBUS,Bus,Weekday,600
October 2019,CA,Cable Car,Weekday,585
October 2019,PH,Cable Car,Weekday,627
October 2019,PM,Cable Car,Weekday,576
